chrom	start	end	als1	als2	als3	als4	ctr1	ctr2	ctr3	ctr4	chrom	start	end	dendritic	endothelial	eosinophil	erythroblast	macrophage	monocyte	neutrophil	placenta	tcell	adipose	brain	fibroblast	heart	hepatocyte	lung	mammary	megakaryocyte	skeletal	small_intestine
chr1	1514000	1514499	1.0	3.0	4.0	6.0	1.0	1.0	4.0	4.0	0.0	4.0	1.0	1.0	5.0	3.0	4.0	2.0	1.0	5.0	8.0	4.0	1.0	3.0	3.0	3.0	2.0	1.0	0.0	4.0	4.0	3.0	1.0	3.0	2.0	5.0	4.0	0.0	3.0	4.0	11.0	2.0	chr1	1514000	1514499	44.0	22.0	5.0	3.0	6.0	2.0	5.0	13.0	37.0	28.0	5.0	10.0	17.0	15.0	8.0	4.0	29.0	27.0	26.0	15.0	4.0	29.0	28.0	22.0	10.0	7.0	26.0	57.0	48.0	10.0	7.0	19.0	32.0	26.0	23.0	4.0	23.0	25.0	25.0	8.0	2.0	9.0	13.0	13.0	4.0	2.0	6.0	13.0	34.0	22.0	0.0	0.0	5.0	13.0	7.0	9.0	5.0	11.0	26.0	16.0	6.0	3.0	13.0	11.0	7.0	0.0	1.0	2.0	1.0	1.0	1.0	0.0	6.0	11.0	3.0	1.0	5.0	4.0	3.0	10.0	3.0	3.0	4.0	6.0	4.0	2.0	6.0	4.0	16.0	8.0	0.0	3.0	4.0	10.0	1.0
chr1	2153000	2153499	0.0	0.0	0.0	5.0	6.0	0.0	0.0	2.0	8.0	16.0	0.0	0.0	1.0	13.0	22.0	0.0	0.0	1.0	8.0	24.0	0.0	1.0	1.0	4.0	11.0	0.0	0.0	1.0	5.0	11.0	1.0	2.0	2.0	9.0	11.0	1.0	0.0	2.0	2.0	10.0	chr1	2153000	2153499	0.0	1.0	2.0	29.0	91.0	1.0	1.0	2.0	35.0	96.0	5.0	5.0	21.0	27.0	23.0	2.0	2.0	13.0	49.0	87.0	0.0	0.0	1.0	16.0	102.0	8.0	4.0	12.0	46.0	114.0	1.0	0.0	3.0	30.0	160.0	0.0	1.0	3.0	26.0	100.0	0.0	0.0	3.0	23.0	44.0	34.0	14.0	7.0	17.0	39.0	14.0	3.0	2.0	2.0	7.0	1.0	5.0	6.0	29.0	95.0	0.0	0.0	0.0	8.0	47.0	0.0	0.0	0.0	3.0	13.0	2.0	1.0	16.0	16.0	6.0	1.0	5.0	3.0	13.0	37.0	1.0	1.0	1.0	4.0	19.0	0.0	2.0	1.0	13.0	34.0	0.0	0.0	2.0	6.0	21.0
chr1	2237000	2237499	0.0	3.0	3.0	5.0	3.0	0.0	2.0	3.0	13.0	6.0	0.0	3.0	6.0	7.0	6.0	1.0	3.0	7.0	11.0	6.0	1.0	3.0	2.0	4.0	2.0	0.0	7.0	8.0	6.0	2.0	2.0	2.0	1.0	5.0	3.0	1.0	2.0	0.0	3.0	6.0	chr1	2237000	2237499	2.0	2.0	9.0	25.0	84.0	0.0	4.0	12.0	52.0	49.0	2.0	18.0	21.0	17.0	11.0	0.0	3.0	6.0	39.0	74.0	1.0	6.0	17.0	41.0	54.0	1.0	8.0	16.0	67.0	134.0	1.0	8.0	23.0	50.0	63.0	3.0	5.0	13.0	37.0	53.0	2.0	2.0	10.0	13.0	16.0	40.0	19.0	9.0	4.0	9.0	17.0	3.0	1.0	1.0	0.0	8.0	19.0	17.0	30.0	63.0	0.0	0.0	1.0	23.0	22.0	0.0	0.0	0.0	9.0	12.0	0.0	2.0	8.0	15.0	14.0	23.0	6.0	5.0	7.0	4.0	1.0	1.0	2.0	5.0	4.0	3.0	10.0	9.0	16.0	10.0	0.0	0.0	2.0	12.0	5.0
chr1	2240500	2240999	1.0	5.0	6.0	11.0	1.0	1.0	4.0	3.0	8.0	6.0	2.0	6.0	6.0	9.0	3.0	5.0	19.0	11.0	9.0	4.0	1.0	4.0	2.0	3.0	3.0	2.0	8.0	6.0	14.0	7.0	0.0	7.0	7.0	14.0	7.0	1.0	10.0	11.0	6.0	5.0	chr1	2240500	2240999	2.0	9.0	19.0	34.0	30.0	2.0	1.0	13.0	39.0	21.0	11.0	21.0	11.0	18.0	8.0	3.0	1.0	9.0	35.0	58.0	3.0	5.0	19.0	24.0	21.0	0.0	2.0	9.0	52.0	54.0	2.0	21.0	39.0	61.0	31.0	1.0	8.0	14.0	44.0	40.0	6.0	18.0	13.0	12.0	9.0	15.0	13.0	20.0	19.0	25.0	12.0	9.0	1.0	1.0	0.0	17.0	19.0	19.0	41.0	28.0	0.0	0.0	1.0	21.0	31.0	0.0	0.0	1.0	6.0	12.0	0.0	0.0	1.0	18.0	16.0	7.0	4.0	4.0	22.0	12.0	1.0	1.0	3.0	11.0	6.0	8.0	6.0	11.0	21.0	12.0	0.0	0.0	8.0	13.0	3.0
chr1	3086500	3086999	0.0	0.0	1.0	9.0	15.0	0.0	0.0	4.0	12.0	16.0	0.0	0.0	6.0	4.0	15.0	0.0	0.0	2.0	14.0	24.0	0.0	0.0	1.0	5.0	10.0	0.0	0.0	2.0	9.0	18.0	0.0	1.0	0.0	8.0	21.0	0.0	1.0	1.0	5.0	22.0	chr1	3086500	3086999	0.0	1.0	4.0	11.0	57.0	2.0	1.0	3.0	21.0	31.0	0.0	0.0	1.0	15.0	40.0	0.0	0.0	3.0	10.0	40.0	0.0	1.0	2.0	7.0	36.0	0.0	0.0	5.0	34.0	41.0	0.0	0.0	3.0	24.0	94.0	0.0	0.0	2.0	16.0	53.0	0.0	0.0	3.0	10.0	22.0	0.0	0.0	1.0	10.0	61.0	0.0	0.0	0.0	0.0	9.0	27.0	22.0	10.0	34.0	59.0	0.0	1.0	3.0	16.0	17.0	0.0	0.0	0.0	1.0	6.0	1.0	0.0	0.0	10.0	22.0	0.0	1.0	1.0	17.0	36.0	0.0	0.0	3.0	17.0	49.0	1.0	0.0	3.0	23.0	51.0	0.0	0.0	6.0	26.0	36.0
chr1	6535000	6535499	0.0	0.0	0.0	1.0	16.0	0.0	0.0	0.0	3.0	18.0	0.0	0.0	0.0	1.0	12.0	0.0	0.0	0.0	1.0	9.0	0.0	0.0	0.0	2.0	14.0	0.0	0.0	0.0	1.0	25.0	0.0	0.0	0.0	2.0	21.0	0.0	0.0	0.0	3.0	18.0	chr1	6535000	6535499	0.0	0.0	2.0	2.0	50.0	0.0	0.0	0.0	6.0	26.0	2.0	0.0	1.0	4.0	44.0	0.0	1.0	1.0	6.0	31.0	0.0	0.0	2.0	3.0	50.0	2.0	0.0	0.0	9.0	95.0	0.0	0.0	0.0	3.0	59.0	0.0	0.0	0.0	3.0	43.0	0.0	0.0	1.0	1.0	13.0	0.0	0.0	1.0	3.0	25.0	0.0	0.0	0.0	1.0	16.0	0.0	0.0	0.0	11.0	33.0	0.0	0.0	0.0	4.0	40.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	1.0	5.0	29.0	0.0	0.0	0.0	0.0	20.0	4.0	3.0	1.0	7.0	13.0	0.0	0.0	0.0	0.0	26.0	0.0	1.0	0.0	8.0	30.0
chr1	6689000	6689499	0.0	0.0	0.0	3.0	11.0	0.0	0.0	0.0	3.0	8.0	0.0	0.0	0.0	3.0	17.0	0.0	2.0	0.0	1.0	14.0	0.0	0.0	1.0	5.0	13.0	0.0	1.0	1.0	1.0	9.0	0.0	0.0	0.0	4.0	22.0	0.0	0.0	0.0	3.0	16.0	chr1	6689000	6689499	0.0	0.0	1.0	9.0	94.0	0.0	3.0	5.0	11.0	75.0	0.0	0.0	1.0	13.0	42.0	0.0	3.0	2.0	17.0	64.0	0.0	0.0	1.0	11.0	56.0	1.0	2.0	5.0	45.0	199.0	0.0	1.0	0.0	15.0	59.0	0.0	2.0	1.0	13.0	54.0	0.0	1.0	3.0	4.0	43.0	0.0	0.0	1.0	10.0	60.0	0.0	0.0	0.0	1.0	22.0	0.0	1.0	0.0	11.0	16.0	0.0	0.0	0.0	6.0	49.0	0.0	0.0	0.0	3.0	3.0	0.0	1.0	3.0	8.0	29.0	0.0	0.0	0.0	3.0	10.0	10.0	10.0	0.0	12.0	24.0	0.0	0.0	0.0	3.0	10.0	0.0	2.0	4.0	12.0	38.0
chr1	7333000	7333499	0.0	0.0	1.0	2.0	10.0	0.0	1.0	0.0	4.0	24.0	0.0	1.0	0.0	6.0	16.0	0.0	1.0	0.0	6.0	22.0	0.0	0.0	0.0	4.0	17.0	0.0	2.0	1.0	10.0	13.0	0.0	0.0	1.0	5.0	20.0	0.0	1.0	1.0	7.0	24.0	chr1	7333000	7333499	1.0	5.0	4.0	34.0	110.0	0.0	2.0	7.0	58.0	105.0	0.0	1.0	4.0	15.0	40.0	1.0	11.0	11.0	39.0	53.0	1.0	2.0	4.0	28.0	88.0	0.0	4.0	11.0	120.0	117.0	0.0	1.0	3.0	32.0	95.0	0.0	4.0	1.0	46.0	88.0	0.0	2.0	2.0	9.0	48.0	1.0	3.0	5.0	28.0	80.0	0.0	0.0	0.0	3.0	25.0	2.0	5.0	3.0	24.0	70.0	1.0	4.0	12.0	18.0	10.0	16.0	4.0	0.0	0.0	2.0	0.0	1.0	1.0	11.0	32.0	3.0	1.0	1.0	8.0	34.0	0.0	0.0	1.0	4.0	8.0	2.0	14.0	7.0	19.0	17.0	0.0	0.0	1.0	8.0	19.0
chr1	9685500	9685999	0.0	0.0	6.0	20.0	8.0	0.0	0.0	6.0	11.0	15.0	0.0	0.0	4.0	8.0	20.0	0.0	2.0	4.0	16.0	16.0	0.0	0.0	3.0	12.0	12.0	0.0	2.0	5.0	17.0	15.0	0.0	1.0	2.0	12.0	22.0	0.0	2.0	1.0	9.0	12.0	chr1	9685500	9685999	2.0	3.0	7.0	10.0	20.0	2.0	1.0	6.0	11.0	15.0	2.0	8.0	15.0	11.0	13.0	1.0	5.0	6.0	7.0	30.0	1.0	1.0	12.0	21.0	23.0	10.0	26.0	21.0	29.0	7.0	1.0	4.0	9.0	41.0	56.0	2.0	5.0	13.0	17.0	7.0	2.0	0.0	4.0	16.0	16.0	11.0	5.0	13.0	14.0	6.0	4.0	11.0	6.0	1.0	0.0	0.0	0.0	0.0	11.0	27.0	0.0	0.0	2.0	9.0	18.0	0.0	1.0	0.0	1.0	0.0	1.0	2.0	11.0	9.0	18.0	0.0	2.0	3.0	4.0	6.0	0.0	1.0	1.0	7.0	3.0	0.0	0.0	1.0	8.0	9.0	0.0	0.0	3.0	13.0	6.0
chr1	9737000	9737499	2.0	2.0	6.0	12.0	15.0	2.0	6.0	5.0	10.0	15.0	2.0	4.0	8.0	15.0	10.0	3.0	2.0	4.0	11.0	9.0	2.0	2.0	8.0	13.0	16.0	6.0	4.0	3.0	11.0	16.0	2.0	7.0	14.0	14.0	14.0	1.0	2.0	3.0	7.0	10.0	chr1	9737000	9737499	11.0	5.0	9.0	10.0	22.0	0.0	3.0	1.0	17.0	52.0	1.0	8.0	7.0	28.0	21.0	2.0	11.0	6.0	21.0	33.0	31.0	6.0	7.0	12.0	8.0	2.0	9.0	11.0	30.0	59.0	9.0	17.0	21.0	36.0	52.0	6.0	10.0	8.0	22.0	51.0	2.0	6.0	8.0	17.0	24.0	4.0	5.0	3.0	15.0	35.0	3.0	0.0	0.0	5.0	7.0	16.0	6.0	2.0	21.0	66.0	0.0	0.0	1.0	6.0	42.0	0.0	0.0	0.0	0.0	13.0	0.0	1.0	1.0	14.0	28.0	2.0	1.0	1.0	9.0	36.0	7.0	4.0	4.0	11.0	29.0	1.0	3.0	0.0	10.0	33.0	2.0	5.0	5.0	20.0	23.0
